Date,Open,High,Low,Close,Volume
2020-02-27,75.41144561767578,78.67209121000367,75.37139221084807,0.2605070730465542,15783700
2020-02-28,74.77853393554688,74.85865296381888,72.19085068506658,0.22644709602366386,20835100
2020-03-02,77.38225555419922,77.45436146849067,73.87325793911471,0.24815077155848853,15050800
2020-03-03,75.61973571777344,78.89640719876368,74.80257418497914,0.2658849098105175,16525500
2020-03-04,78.93647003173828,79.3290276504154,76.64520488136048,0.2631960554563393,14753000
2020-03-05,77.86292266845703,78.02314847896976,76.06035479518583,0.2589703917881564,12814400
2020-03-06,76.36479187011719,76.95763474707914,74.8426221099286,0.24751042633159492,16861900
2020-03-09,64.6280746459961,70.50845564347858,64.09131138012128,0.17266834476883353,30595500
2020-03-10,68.08101654052734,69.13852321864971,64.92451664894183,0.1983414309935353,22642900
2020-03-11,66.5187759399414,67.96884005919993,65.49331582606413,0.1726684011134424,18412800
2020-03-12,61.09504318237305,62.59317364703401,58.37116127541177,0.14065714797212192,25768200
2020-03-13,66.83121490478516,66.89530768447048,59.37259033923069,0.15826332118139752,23497500
2020-03-16,55.83954620361328,62.88157896893567,55.83153919140835,0.11082265316527196,17535300
2020-03-17,56.632694244384766,58.46730900162598,52.46675480254079,0.09692992038989573,22684200
2020-03-18,44.102840423583984,53.05960599065469,43.718292857588914,0.07010454249942194,24947300
2020-03-19,45.977508544921875,46.85876599694238,41.338898693032235,0.0,29871000
2020-03-20,47.57978439331055,48.58922420797749,45.152327075369115,0.027337503247477635,26960400
2020-03-23,43.437896728515625,47.587810288900954,42.43646977004643,0.019206759103423288,23764000
2020-03-24,53.31595993041992,54.19721420360382,48.32484657034503,0.03982187464543463,29198800
2020-03-25,55.495059967041016,58.59547926691232,53.38806036599235,0.08342112485147163,22560100
2020-03-26,61.191192626953125,61.76801555143568,54.38950221891774,0.09628976098187364,24129100
2020-03-27,55.102500915527344,58.91593544191035,54.878182316132474,0.10794169328611825,20411500
2020-03-30,57.642120361328125,58.42724161012411,53.692493078136565,0.08162851586472858,18486800
2020-03-31,58.050697326660156,60.11764332844224,56.72881297146356,0.11530419474715348,18514200
2020-04-01,54.92625045776367,57.91451046194673,54.16516859995487,0.09123186333492861,14362000
2020-04-02,60.982887268066406,63.0498274923844,55.743421632569394,0.105572890732607,23220600
2020-04-03,60.17373275756836,63.2821592777393,58.50735713115293,0.14558687739206977,14905400
2020-04-06,64.40376281738281,64.85240008838433,60.49419461182464,0.13918467267945933,17334900
2020-04-07,64.8283462524414,68.64979330629707,64.77226661135991,0.1856647648843066,16394800
2020-04-08,68.88214874267578,69.13851377775245,65.30905227997184,0.17305253335698778,12284800
2020-04-09,67.54423522949219,72.03063234128877,65.30904979969888,0.21434693008774808,17023800
2020-04-13,68.02490234375,69.9876958422625,66.81517741823137,0.20435926825650563,13854700
2020-04-14,67.78456115722656,69.76338100825363,67.56024258681781,0.1933474436446947,14797600
2020-04-15,66.08615112304688,66.79916646656599,63.54653440007551,0.1613363521339105,13982300
2020-04-16,64.08326721191406,65.84578108841443,63.13792058250791,0.16677799690757922,12291900
2020-04-17,69.83549499511719,70.09987312641339,65.14881898568176,0.16690633087092077,16130100
2020-04-20,66.95138549804688,69.69930070121595,65.7656935553604,0.17542130565568026,15749000
2020-04-21,65.40518951416016,67.12764490743731,63.49046187835246,0.1601840051522776,19620600
2020-04-22,67.64838409423828,68.29730669460376,66.47070521785349,0.19008241387486124,10320700
2020-04-23,69.5390625,71.12531874200694,68.40945041086002,0.19872534810725195,14226500
2020-04-24,69.70730590820312,71.13333643777841,68.71388629990906,0.21268226181622896,9175500
2020-04-27,71.87039184570312,72.59943342907492,68.79401190693628,0.20160642382826066,12037100
2020-04-28,72.03062438964844,72.87181917108045,71.16539023255523,0.21953271294001409,10645200
2020-04-29,75.80399322509766,76.22058401841703,73.93733249915391,0.23829122125747793,12342800
2020-04-30,73.70500946044922,76.70127661187523,72.56739012918906,0.24623005201327774,12222000
2020-05-01,71.65409088134766,73.74507048588224,69.73135024229903,0.23208112456713692,13250100
2020-05-04,73.25636291503906,73.4005685944869,70.25208302006172,0.2144748866641497,11192400
2020-05-05,74.41801452636719,76.34876798437011,74.24977558760634,0.25122370588225795,13608700
2020-05-06,72.14277648925781,74.87466514312057,71.91845179105461,0.24066000793785458,11145900
2020-05-07,74.21772766113281,75.35534681135343,73.63289794980686,0.24149231506362245,9749600
2020-05-08,76.48497009277344,76.5570698845825,75.3633709153612,0.2544249002682184,8585900
2020-05-11,74.80258178710938,75.78798237938261,74.65036295081335,0.24936718639936573,7101000
2020-05-12,72.9839859008789,75.3313306269413,72.90387297719498,0.24245274664396588,8749100
2020-05-13,71.06124114990234,72.10272743552731,69.95566819629154,0.22177351227508257,12215100
2020-05-14,72.14277648925781,72.8477786326559,68.91417191691377,0.2050635867582472,10678200
2020-05-15,71.42977905273438,73.75308451226732,71.16540089087869,0.22657525131423972,10113000
2020-05-18,75.23414611816406,75.9251121613146,74.34807896484102,0.2464636869768746,12304300
2020-05-19,72.85234832763672,75.29918119480763,72.77918385347274,0.24730823908014743,7749300
2020-05-20,75.5999526977539,75.98201796714146,73.3075672833841,0.23736898194298306,9160000
2020-05-21,74.81958770751953,75.90075011147351,74.20177973355193,0.2488674500123862,8830900
2020-05-22,73.38887023925781,74.46190178145062,72.73042089803579,0.24029237697432693,8563100
2020-05-26,75.84382629394531,76.68923966543866,74.81143636594433,0.24704834863308256,9430000
2020-05-27,76.33158111572266,76.9737751304741,74.87648422689954,0.2612752178921013,7822600
2020-05-28,73.86846923828125,76.33156338217286,73.80343553499469,0.2543241143944207,9633300
2020-05-29,74.54316711425781,74.69762059531799,72.55968895632098,0.2321069787339446,17010000
2020-06-01,75.42926025390625,76.29093533663915,73.25068025061816,0.23697935249360536,7344000
2020-06-02,76.9737548828125,77.40459230042723,75.83568991808458,0.25542844232401185,7880300
2020-06-03,78.99788665771484,79.44498563495004,77.83543551885889,0.269655240720174,8440200
2020-06-04,78.26626586914062,78.76213698001956,77.35581887365535,0.27491711170241295,6371700
2020-06-05,81.9487075805664,82.95671125102116,80.518003496874,0.28985840289144005,12760100
2020-06-08,83.924072265625,84.20858696770546,81.99749685299781,0.3129200637744469,11090700
2020-06-09,82.53400421142578,83.67206915008559,81.15207220145275,0.3003823029452748,10745400
2020-06-10,79.32304382324219,82.50962079298478,79.30678229678907,0.30233121190071144,10486300
2020-06-11,72.64911651611328,76.5673072811942,72.4458908411569,0.24581408403119132,14944800
2020-06-12,75.10407257080078,76.12833160861845,73.16936656777166,0.25438904178915367,9532400
2020-06-15,74.16111755371094,74.85208362233136,71.70614787683365,0.22496116414025258,12289500
2020-06-16,76.43724060058594,77.69724227810315,74.372466979121,0.26328890639116653,8726700
2020-06-17,74.41311645507812,76.41285642144729,74.38059960172795,0.2557533241987877,6019900
